vehicle_id,vehicle_number,lap,ThrottleJerk_1s_mean,ThrottleJerk_1s_std,ThrottleJerk_1s_max,BrakeSpikeRate_5s_mean,BrakeSpikeRate_5s_max,BrakeSpikeRate_5s_sum,SteerEntropy_10s_mean,SteerEntropy_10s_max,MicroVariability_mean,MicroVariability_std,ath_mean,ath_std,ath_min,ath_max,pbrake_f_mean,pbrake_f_max,pbrake_f_sum,Steering_Angle_mean,Steering_Angle_std,speed_mean,speed_std,speed_min,speed_max,accx_can_mean,accx_can_std,accy_can_mean,accy_can_std
GR86-002-002,2,1.0,7.965022505972504,18.322983445695662,93.64782608695651,0.7215528781793842,5.0,539.0,0.6377800043266472,2.3025850929940455,0.0,0.0,19.451853492871873,26.147055081963416,2.423529411764706,100.14695652173914,1.3680331290942747,54.341818181818184,1021.9207474334231,-3.1960764006531326,21.44210665518253,33.475566934404284,45.56702383144449,0.0,127.03,0.0030617871865869922,0.12908378078151753,-0.03850084675990342,0.37881978892341067
GR86-002-002,2,1.2727272727272727,0.35681818181818414,,0.35681818181818414,1.0,1.0,1.0,1.2798542258336676,1.2798542258336676,0.0,,24.813181818181818,,24.813181818181818,24.813181818181818,0.0,0.0,0.0,4.263636363636365,,112.596,,112.596,112.596,0.09672727272727273,,-0.003772727272727272,
GR86-002-002,2,2.0,16.14739852074053,19.6875991434972,90.31871541501977,1.518987341772152,5.0,240.0,1.4811046383003914,2.163955656882057,0.0,0.0,30.175789363124732,30.529520806262024,2.415217391304348,100.18045454545454,1.9339154766074138,26.053863636363634,305.5586453039714,-3.198231710906207,35.928708942646495,93.22380907172996,17.1971077797992,56.408,129.664,-0.00586778688120594,0.1725410094584733,-0.059391926212675125,0.5730094570861783
GR86-002-002,2,2.652173913043478,0.004881422924910339,,0.004881422924910339,0.0,0.0,0.0,1.0549201679861442,1.0549201679861442,0.0,,100.00260869565217,,100.00260869565217,100.00260869565217,0.0,0.0,0.0,2.721739130434783,,132.995,,132.995,132.995,0.2070869565217391,,-0.003695652173913044,
GR86-002-002,2,3.0,14.841274980235418,22.985462922247113,86.02118181818182,1.8421052631578947,5.0,210.0,1.744752934142558,2.163955656882057,0.0,0.0,72.0267778880493,38.27055444328447,2.445217391304348,100.15782608695653,7.131779943930974,127.1991304347826,813.022913608131,-5.334009017064539,43.067502947415285,127.67791666666666,29.775950997638855,62.274,186.292,0.01373952344108312,0.36069680083331823,-0.0938846857322559,0.8339726269384979
GR86-002-002,2,3.772727272727273,0.012569169960457316,,0.012569169960457316,0.0,0.0,0.0,1.313834033192747,1.313834033192747,0.0,,99.9909090909091,,99.9909090909091,99.9909090909091,0.0,0.0,0.0,20.150000000000002,,169.8025,,169.8025,169.8025,0.1630909090909091,,0.5269545454545455,
GR86-002-002,2,4.0,17.204561257662796,24.30562327718465,92.83789473684209,1.8141592920353982,5.0,205.0,1.736581022296776,2.163955656882057,0.0,0.0,70.17462147936183,38.40993349361324,2.411818181818182,100.17826086956521,6.887101282711132,151.56476190476192,778.242444946358,-4.3141995617505176,43.010213914063506,128.55501488095237,30.854619953773035,63.612500000000004,187.14499999999998,0.008307369968200551,0.3581506994907755,-0.08791803760899035,0.8515855373851234
GR86-002-002,2,4.695652173913044,0.0013636363636493343,,0.0013636363636493343,0.0,0.0,0.0,1.2798542258336674,1.2798542258336674,0.0,,100.0,,100.0,100.0,0.0,0.0,0.0,19.756521739130438,,169.602,,169.602,169.602,0.15643478260869564,,0.45569565217391306,
GR86-002-002,2,5.0,15.121732178678627,22.847046608133745,92.22909090909091,1.6071428571428572,5.0,180.0,1.7067047199128194,2.163955656882057,0.0,0.0,70.69405851426279,38.143493901116365,2.424090909090909,100.13681818181817,7.822830286251697,112.87477272727273,876.1569920601901,-3.294033999365297,43.322925752671026,129.88045535714286,31.11368147135102,64.325,186.5925,0.010003871479942094,0.35831779980776735,-0.0928836411283361,0.8581816164493988
GR86-002-002,2,5.869565217391305,0.0003519668736942094,,0.0003519668736942094,0.0,0.0,0.0,1.2798542258336674,1.2798542258336674,0.0,,99.99869565217392,,99.99869565217392,99.99869565217392,0.0,0.0,0.0,18.191304347826087,,170.96800000000002,,170.96800000000002,170.96800000000002,0.16578260869565217,,0.48004347826086957,
