vehicle_id,vehicle_number,lap,ThrottleJerk_1s_mean,ThrottleJerk_1s_std,ThrottleJerk_1s_max,BrakeSpikeRate_5s_mean,BrakeSpikeRate_5s_max,BrakeSpikeRate_5s_sum,SteerEntropy_10s_mean,SteerEntropy_10s_max,MicroVariability_mean,MicroVariability_std,ath_mean,ath_std,ath_min,ath_max,pbrake_f_mean,pbrake_f_max,pbrake_f_sum,Steering_Angle_mean,Steering_Angle_std,speed_mean,speed_std,speed_min,speed_max,accx_can_mean,accx_can_std,accy_can_mean,accy_can_std,NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,PIT_TIME,CLASS,GROUP,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,IM1a_time,IM1a_elapsed,INT-1_time,INT-1_elapsed,IM2a_time,IM2a_elapsed,INT-2_time,INT-2_elapsed,IM3a_time,IM3a_elapsed,FL_time,FL_elapsed,AIR_TEMP,TRACK_TEMP,HUMIDITY,z_ThrottleJerk,z_SteerEntropy,z_MicroVar,z_BrakeSpike,z_SpeedVar,CLI_raw,CLI_normalized,FocusScore,FocusScore_smooth,alert_error_burst,alert_steer_indecision,focus_change_2lap,alert_focus_drop,alert_degrading,alert_level,action_card,FocusScore_next,focus_drop_next,lap_time_seconds,lap_time_baseline,lap_time_deviation,mistake_event,load_level
GR86-002-002,2,1.0,7.965022505972504,18.322983445695662,93.64782608695651,0.7215528781793842,5.0,539.0,0.6377800043266472,2.302585092994045,0.0,0.0,19.451853492871876,26.147055081963416,2.423529411764706,100.14695652173914,1.3680331290942749,54.34181818181818,1021.9207474334232,-3.1960764006531326,21.44210665518253,33.475566934404284,45.56702383144449,0.0,127.03,0.0030617871865869,0.1290837807815175,-0.0385008467599034,0.3788197889234106,2,1,1,2:42.005,0,,50.838,0,51.959,0,59.208,0,85.3,2:42.005,14:08:30.828,0:50.838,0:51.959,0:59.208,129.0,,Am,,Toyota Gazoo Racing,GF,50.838,51.959,59.208,,,,50.838,21.972,1:12.810,29.987,1:42.797,21.671,2:04.468,37.537,2:42.005,15.8,32.2,48.34,-1.5832112074603795,-2.8151055253441886,0,-1.7916949020710253,2.3438037858513217,-1.2131136002996825,42.955393458162376,57.044606541837624,43.617401431950356,0,0,,0,0,0,Maintain current pace,35.884563800835714,0,162.005,112.43299999999999,49.572,0,Medium
GR86-002-002,2,2.0,16.14739852074053,19.6875991434972,90.31871541501977,1.518987341772152,5.0,240.0,1.4811046383003914,2.163955656882057,0.0,0.0,30.17578936312473,30.529520806262024,2.415217391304348,100.18045454545454,1.9339154766074136,26.053863636363637,305.5586453039714,-3.198231710906207,35.928708942646495,93.22380907172996,17.1971077797992,56.408,129.664,-0.0058677868812059,0.1725410094584733,-0.0593919262126751,0.5730094570861783,2,1,2,1:54.896,0,,40.002,0,37.136,0,37.758,0,120.3,4:36.901,14:10:25.724,0:40.002,0:37.136,0:37.758,184.3,,Am,,Toyota Gazoo Racing,GF,40.002,37.136,37.758,16.934,16.934,23.068,40.002,15.504,55.506,21.632,1:17.138,14.234,1:31.372,23.524,1:54.896,15.8,32.2,48.34,0.5620775959242492,-0.3561318361277355,0,0.1370634272620793,-2.071768766607577,-0.10702704282610494,69.80980367793691,30.190196322063088,35.884563800835714,0,0,,0,0,0,Maintain current pace,22.166033286166495,0,114.896,112.43299999999999,2.463000000000008,0,High
GR86-002-002,2,3.0,14.841274980235418,22.985462922247116,86.02118181818182,1.8421052631578947,5.0,210.0,1.744752934142558,2.163955656882057,0.0,0.0,72.0267778880493,38.27055444328447,2.445217391304348,100.15782608695652,7.131779943930974,127.1991304347826,813.022913608131,-5.334009017064539,43.067502947415285,127.67791666666666,29.77595099763885,62.274,186.292,0.0137395234410831,0.3606968008333182,-0.0938846857322559,0.8339726269384979,2,1,3,1:54.105,0,,38.212,0,38.157,0,37.736,0,121.1,6:31.006,14:12:19.829,0:38.212,0:38.157,0:37.736,185.2,,Am,,Toyota Gazoo Racing,GF,38.212,38.157,37.736,15.620,15.620,22.592,38.212,16.082,54.294,22.075,1:16.369,14.294,1:30.663,23.442,1:54.105,15.8,32.2,48.34,0.2196327850006895,0.4126162788512317,0,0.9185901992825739,-0.11396266125058266,0.29543616898034253,79.58111146139356,20.41888853860644,22.166033286166495,0,0,-21.45136814578386,1,0,1,Focus dropped 21 points - consider radio reminder,19.476250813037623,0,114.10499999999999,112.43299999999999,1.671999999999997,0,High
GR86-002-002,2,4.0,17.204561257662796,24.30562327718465,92.83789473684207,1.8141592920353984,5.0,205.0,1.736581022296776,2.163955656882057,0.0,0.0,70.17462147936183,38.40993349361324,2.411818181818182,100.1782608695652,6.887101282711132,151.56476190476192,778.242444946358,-4.3141995617505176,43.01021391406351,128.55501488095237,30.854619953773035,63.6125,187.145,0.0083073699682005,0.3581506994907755,-0.0879180376089903,0.8515855373851234,2,1,4,1:52.747,0,,37.817,0,37.347,0,37.583,0,122.6,8:23.753,14:14:12.576,0:37.817,0:37.347,0:37.583,185.2,,Am,,Toyota Gazoo Racing,GF,37.817,37.347,37.583,15.542,15.542,22.275,37.817,15.617,53.434,21.73,1:15.164,14.124,1:29.288,23.459,1:52.747,15.8,32.2,48.34,0.8392488452999212,0.38878854346931924,0,0.8509971530390356,0.05392437187369658,0.48201379960053115,84.11098500217004,15.88901499782996,19.476250813037623,1,0,-16.40831298779809,1,0,2,High error bursts detected - suggest 1-lap cool down | Focus dropped 16 points - consider radio reminder,22.103504879941767,0,112.747,112.43299999999999,0.31400000000000716,0,High
GR86-002-002,2,5.0,15.121732178678627,22.847046608133745,92.22909090909091,1.6071428571428572,5.0,180.0,1.7067047199128194,2.163955656882057,0.0,0.0,70.69405851426279,38.143493901116365,2.424090909090909,100.13681818181816,7.822830286251697,112.87477272727271,876.1569920601901,-3.294033999365297,43.32292575267103,129.88045535714286,31.11368147135102,64.325,186.5925,0.010003871479942,0.3583177998077673,-0.0928836411283361,0.8581816164493988,2,1,5,2:06.068,0,,37.724,0,40.347,0,47.997,0,109.6,10:29.821,14:16:18.644,0:37.724,0:40.347,0:47.997,182.1,,Am,,Toyota Gazoo Racing,FCY,37.724,40.347,47.997,15.567,15.567,22.157,37.724,15.616,53.340,24.731,1:18.071,17.814,1:35.885,30.183,2:06.068,15.8,32.2,48.34,0.29316420014989836,0.30167494743091494,0,0.35028556940758243,0.09424542620227824,0.22533537493406341,77.87915109732353,22.12084890267647,22.103504879941767,0,0,-0.06252840622472888,0,0,0,Maintain current pace,43.63127079763448,0,126.068,112.43299999999999,13.635000000000005,0,High
GR86-002-002,2,6.0,14.559598065730864,20.45402917065212,89.32518181818182,1.36,5.0,170.0,1.5984910170460649,2.163955656882057,0.0,0.0,39.97740093060055,36.50031816358881,2.4063636363636363,100.12304347826088,2.8901871394692265,51.48136363636363,361.2733924336533,-2.4630570840804253,40.28437992229394,116.350516,28.42977472543988,61.470000000000006,183.735,-0.0104994526540329,0.2485905726238054,-0.0693790340251154,0.7711466194103331,2,1,6,2:55.178,0,,1:03.534,0,57.887,0,53.757,0,78.9,13:24.999,14:19:13.822,1:03.534,0:57.887,0:53.757,125.0,,Am,,Toyota Gazoo Racing,FCY,63.534,57.887,53.757,23.200,23.200,40.334,1:03.534,27.893,1:31.427,29.994,2:01.421,20.576,2:21.997,33.181,2:55.178,15.8,32.2,48.34,0.14578157970678537,-0.013855558192048792,0,-0.24747997248012882,-0.32348527624430906,-0.029199939132426814,71.69934926068113,28.30065073931887,43.63127079763448,0,0,24.155019984596855,0,0,0,Maintain current pace,56.589283664990006,0,175.178,112.43299999999999,62.745000000000005,1,High
GR86-002-002,2,7.0,1.5271567013097127,6.076917208256529,79.79110671936759,0.2774694783573806,5.0,250.0,0.4849690910057831,2.163955656882057,0.0,0.0,8.878167451417596,7.183763645157471,2.38047619047619,100.01272727272728,0.4215555599986645,25.701818181818183,379.40000399879807,-18.797374440347028,45.25360236948374,17.518069150908417,33.61228170959261,0.0,126.048,-0.0031829890853815,0.0596108746674122,-0.017634999267621,0.2001264706260987,2,1,7,2:47.353,0,,54.766,0,1:00.745,0,51.842,0,82.6,16:12.352,14:22:01.175,0:54.766,1:00.745,0:51.842,121.1,,Am,,Toyota Gazoo Racing,FCY,54.766,60.745,51.842,22.777,22.777,31.989,54.766,26.819,1:21.585,33.926,1:55.511,19.206,2:14.717,32.636,2:47.353,15.8,32.2,48.34,-3.2711171902102336,-3.260672985541064,0,-2.865801421704297,0.4831345089708892,-2.1780601658068917,19.5276872490919,80.4723127509081,56.589283664990006,0,0,34.48577878504824,0,0,0,Maintain current pace,58.77994569215246,0,167.353,112.43299999999999,54.920000000000016,1,Low
GR86-002-002,2,8.0,5.930591056490218,8.296333129586902,65.71256728778468,0.4819277108433735,4.0,80.0,1.4061393737203816,2.163955656882057,0.0,0.0,15.261221487304384,10.37716943167791,2.377391304347826,80.2195238095238,0.6026004327870488,17.185238095238095,100.0316718426501,-3.225183495132421,31.93453555522526,88.15928686868686,14.99403439943159,56.9375,121.544,-0.0115822458665832,0.1284468576208446,-0.0658343724417716,0.4748024503503011,2,1,8,2:28.771,0,,47.575,0,49.016,0,52.180,0,92.9,18:41.123,14:24:29.946,0:47.575,0:49.016,0:52.180,124.1,,Am,,Toyota Gazoo Racing,GF,47.575,49.016,52.18,21.558,21.558,26.017,47.575,22.038,1:09.613,26.978,1:36.591,19.872,1:56.463,32.308,2:28.771,15.8,32.2,48.34,-2.116606764197287,-0.5747162409716873,0,-2.371277373757619,-2.414661228174798,-1.3758188183832307,39.005112495256945,60.994887504743055,58.77994569215246,0,0,15.148674894517981,0,0,0,Maintain current pace,37.629107035418,1,148.77100000000002,112.43299999999999,36.33800000000002,0,Medium
GR86-002-002,2,9.0,12.688652822076737,15.495756254227958,84.57872727272728,1.385135135135135,5.0,205.0,1.6259033400010303,2.302585092994045,0.0,0.0,32.57207935299783,32.12255859802329,2.3735,100.0108695652174,2.023125730296926,39.83304347826088,299.422608083945,-3.5853092257983565,36.47049155768913,98.90160135135136,18.62331103157474,62.515,162.692,0.0084013160817508,0.1845524827812831,-0.0721435463413724,0.6451368245725536,2,1,9,1:52.709,0,,38.119,0,37.094,0,37.496,0,122.6,20:33.832,14:26:22.655,0:38.119,0:37.094,0:37.496,187.2,,Am,,Toyota Gazoo Racing,GF,38.119,37.094,37.496,15.546,15.546,22.573,38.119,15.539,53.658,21.555,1:15.213,14.189,1:29.402,23.307,1:52.709,15.8,32.2,48.34,-0.3447504950490965,0.06607354406712085,0,-0.18668550790132898,-1.849790530179116,-0.2998886417010597,65.1273631791938,34.87263682080621,37.629107035418,0,0,-18.960176629572004,1,0,1,Focus dropped 19 points - consider radio reminder,24.260292460302434,0,112.709,112.43299999999999,0.27600000000001046,0,Medium
GR86-002-002,2,10.0,16.822263182866585,24.397405930813797,91.80175889328063,1.6517857142857142,5.0,185.0,1.783475846455506,2.302585092994045,0.0,0.0,72.44677010117462,37.81591638470909,2.4842105263157896,100.0313043478261,7.214500572170828,132.85391304347826,808.0240640831328,-3.989339106872206,41.63169889787799,130.0631443452381,31.38280176929138,66.28999999999999,188.4175,0.0085065132171549,0.3747879783703364,-0.0852616616504794,0.869472149464918,2,1,10,1:52.552,0,,37.498,0,37.288,0,37.766,0,122.8,22:26.384,14:28:15.207,0:37.498,0:37.288,0:37.766,185.2,,Am,,Toyota Gazoo Racing,GF,37.498,37.288,37.766,15.468,15.468,22.03,37.498,15.639,53.137,21.649,1:14.786,14.386,1:29.172,23.38,1:52.552,15.8,32.2,48.34,0.7390163727350361,0.5255249011201022,0,0.4582634490838305,0.1361320570520761,0.43543886016831856,82.98020321929526,17.019796780704738,24.260292460302434,1,0,-34.51965323185003,1,0,2,High error bursts detected - suggest 1-lap cool down | Focus dropped 35 points - consider radio reminder,18.76541707052048,0,112.55199999999999,112.43299999999999,0.11899999999999977,0,High
