expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,telemetry_name,telemetry_value,timestamp,vehicle_id,vehicle_number
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,accx_can,0.031,2025-08-14T22:38:33.357Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,accy_can,-0.859,2025-08-14T22:38:33.357Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,ath,20.15,2025-08-14T22:38:33.357Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,pbrake_r,0.0,2025-08-14T22:38:33.357Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,pbrake_f,0.0,2025-08-14T22:38:33.357Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,gear,2.0,2025-08-14T22:38:33.357Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,Steering_Angle,-41.0,2025-08-14T22:38:33.357Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,accx_can,0.018,2025-08-14T22:38:33.314Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,accy_can,-0.837,2025-08-14T22:38:33.314Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,ath,20.12,2025-08-14T22:38:33.314Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,pbrake_r,0.0,2025-08-14T22:38:33.314Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,pbrake_f,0.0,2025-08-14T22:38:33.314Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,gear,2.0,2025-08-14T22:38:33.314Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,Steering_Angle,-41.5,2025-08-14T22:38:33.314Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,accx_can,0.014,2025-08-14T22:38:33.271Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,accy_can,-0.845,2025-08-14T22:38:33.271Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,ath,20.03,2025-08-14T22:38:33.271Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,pbrake_r,0.0,2025-08-14T22:38:33.271Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,pbrake_f,0.0,2025-08-14T22:38:33.271Z,GR86-002-2,2
,1,I_R05_2025-08-17,R1,kafka:gr-raw,2025-08-16T19:30:59.328Z,GR86-002-2,0,gear,2.0,2025-08-14T22:38:33.271Z,GR86-002-2,2
