expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,telemetry_name,telemetry_value,timestamp,vehicle_id,vehicle_number
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,accx_can,0.248,2025-08-15T01:00:46.705Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,accy_can,0.142,2025-08-15T01:00:46.705Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,ath,100.01,2025-08-15T01:00:46.705Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,pbrake_r,0.0,2025-08-15T01:00:46.705Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,pbrake_f,0.0,2025-08-15T01:00:46.705Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,gear,2.0,2025-08-15T01:00:46.705Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,Steering_Angle,3.9,2025-08-15T01:00:46.705Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,accx_can,0.259,2025-08-15T01:00:46.662Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,accy_can,0.105,2025-08-15T01:00:46.662Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,ath,100.0,2025-08-15T01:00:46.662Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,pbrake_r,0.0,2025-08-15T01:00:46.662Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,pbrake_f,0.0,2025-08-15T01:00:46.662Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,gear,2.0,2025-08-15T01:00:46.662Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,Steering_Angle,5.6000000000000005,2025-08-15T01:00:46.662Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,accx_can,0.263,2025-08-15T01:00:46.616Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,accy_can,0.058,2025-08-15T01:00:46.616Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,ath,100.03,2025-08-15T01:00:46.616Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,pbrake_r,0.0,2025-08-15T01:00:46.616Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,pbrake_f,0.0,2025-08-15T01:00:46.616Z,GR86-002-2,2
,1,I_R05_2025-08-17,R2,kafka:gr-raw,2025-08-17T17:45:08.464Z,GR86-002-2,0,gear,2.0,2025-08-15T01:00:46.616Z,GR86-002-2,2
